"Policy Effective Date","Submission Name","Submission Type","Production Office","Placing Broker","Line of Business","Client Name","Industry","Employees","Annual Revenue Currency","Annual Revenue","Stage","Lost/NTU Reason","Declined Reason","Production Region","Profit Center","100 Percent Policy Booked Premium Currency","100 Percent Policy Booked Premium","Assigned Underwriter","Effective Month","Last Modified Alias"
"8/1/2018","SD-FNL-ATL-18-1574366","New","Nashville","CRC Insurance Services Inc","Private/NFP","Whispering Pines ALF, LLC","Other","4","USD","801390.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/9/2018","SD-FNL-ATL-18-1565215","New","Atlanta","USI Insurance Services LLC","Private/NFP","Paymentus Corporation","Other","300","USD","36640456.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1574543","New","Atlanta","RLA INS INTERMEDIARIES LLC","Private/NFP","The Villa At  Westhampton","Other","7","USD","94459.00","Declined","","Incomplete Submission","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1576058","New","Nashville","RLA INS INTERMEDIARIES LLC","Private/NFP","Mountainview Medical Center","Healthcare","80","USD","4992089.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/1/2018","SD-FNL-ATL-18-1573938","New","Charlotte","CRC Insurance Services Inc","Private/NFP","McGuireWoods, LLP","Other","1710","USD","347559639.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/9/2018","SD-FNL-ATL-18-1501107","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Womble Carlyle Sandridge & Rice, LLP","Other","1","USD","253680.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/16/2018","SD-FNL-ATL-18-1560051","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Organization For Tropical Studies","Consulting","185","USD","7508550.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/21/2018","SD-FNL-ATL-18-1590932","New","Charlotte","CRC Insurance Services Inc","Private/NFP","HealthcarePays Network LLC","Healthcare","4","USD","85476.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/31/2018","SD-XFL-ATL-18-1559967","New","Atlanta","USI Insurance Services LLC","Private/NFP","Health Channels, LLC","Healthcare","2","USD","34741.00","Lost/NTU","Coverage","","North America","Financial Lines - 20150","USD","104800.00","William Brockett","Aug","sbatc"
"8/12/2018","SD-FNL-ATL-18-1566334","New","Atlanta","BROWN AND RIDING INSURANCE SERVICES INC.","Private/NFP","Teamcare Enterprises, Inc.","Other","2","USD","180000.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/26/2018","SD-FNL-ATL-18-1574359","New","Atlanta","BROWN AND RIDING INSURANCE SERVICES INC.","Private/NFP","Dr. Arenia C. Mallory Community Health Center, Inc.","Healthcare","85","USD","4484633.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/2/2018","SD-FNL-ATL-18-1559956","New","Atlanta","USI Insurance Services LLC","Private/NFP","Liaison Technologies, Inc.","Technology","328","USD","127553367.00","Declined","","Client/Broker Politics","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/23/2019","SD-FNL-ATL-19-1855575","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","BAYONET PLUMBING, HTG & A/C LLC","Construction","75","USD","18130227.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","sbatc"
"8/3/2017","SD-FNL-ATL-17-1151131","Renewal","Miami","USI Insurance Services LLC","Private/NFP","Rocky Vista University, LLC","Education","50","USD","12654421.00","Bound","","","North America","Financial Lines - 20150","USD","53996.00","William Brockett","Aug","SF2.0"
"8/3/2018","SD-FNL-ATL-18-1504254","Renewal","Atlanta","USI Insurance Services LLC","Private/NFP","Rocky Vista University, LLC","Education","50","USD","12654421.00","Bound","","","North America","Financial Lines - 20150","USD","84890.00","William Brockett","Aug","SF2.0"
"8/6/2018","SD-FNL-ATL-18-1506230","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Neumont University","Education","60","USD","7812067.00","Bound","","","North America","Financial Lines - 20150","USD","26453.00","William Brockett","Aug","SF2.0"
"8/15/2017","SD-FNL-ATL-17-1159561","Renewal","Nashville","CRC Insurance Services Inc","Financial Institutions","Canal Insurance Company","Insurance","240","USD","193599997.00","Bound","","","North America","Financial Lines - 20150","USD","71005.00","William Brockett","Aug","sola4"
"8/4/2017","SD-FNL-ATL-17-1177212","New","Atlanta","Risk Placement Services","Private/NFP","Vital MD Group Holding, LLC","Finance","5","USD","2719008.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","60948.00","William Brockett","Aug","wbroc"
"8/8/2019","SD-FNL-ATL-19-1820667","New","Nashville","Worldwide Facilities, LLC","Private/NFP","National Holistic Institute, Inc.","Education","60","USD","6232977.00","Working","","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/9/2017","SD-FNL-ATL-17-1242701","New","Nashville","CRC Insurance Services Inc","Private/NFP","Superior Derrick Services, L.L.C.","Energy","270","USD","76000000.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/12/2017","SD-FNL-ATL-17-1240605","New","Nashville","CRC Insurance Services Inc","Private/NFP","East Alabama Paving Co., Inc.","Construction","94","USD","18135251.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/24/2017","SD-FNL-ATL-17-1236594","New","Nashville","CRC Insurance Services Inc","Private/NFP","Arch Telecom, Inc.","Retail","450","USD","87385874.00","Lost/NTU","Agent Lost Account","","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/5/2017","SD-FNL-ATL-17-1237338","New","Miami","Socius Insurance Services, Inc.","Private/NFP","Tampa Family Health Centers Inc","Healthcare","100","USD","51641500.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/31/2017","SD-FNL-ATL-17-1266024","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Grasso & Associates, LLC","Other","0","USD","0.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/10/2017","SD-FNL-ATL-17-1153378","New","Atlanta","PEACHTREE SPECIAL RISK","Private/NFP","KW Property Management, LLC","Other","630","USD","54536451.00","Lost/NTU","Agent Lost Account","","North America","Financial Lines - 20150","USD","36624.00","William Brockett","Aug","wbroc"
"8/1/2017","SD-FNL-ATL-17-1179187","New","Miami","CRC Insurance Services, Inc.","Private/NFP","AFCO Industries Inc.","Manufacturing","385","USD","93297638.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/13/2017","SD-FNL-ATL-17-1229818","New","Miami","CRC Insurance Services, Inc.","Private/NFP","SATCOM DIRECT, INC.","Telecommunications","200","USD","107937534.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/25/2017","SD-FNL-ATL-17-1154594","New","Miami","CRC Insurance Services, Inc.","Private/NFP","Digital Risk, LLC","Consulting","1400","USD","150000000.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/27/2017","SD-FNL-ATL-17-1265904","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Walker & Associates Insurance Services, LLC","","0","USD","","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"8/1/2017","SD-FNL-ATL-17-1224920","New","Atlanta","USI Insurance Services LLC","Financial Institutions","Insurance House Holdings, Inc.","Insurance","4","USD","219511.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","William Brockett","Aug","wbroc"
"12/1/2017","SD-FNL-ATL-17-1283056","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Honsador Acquisition Corp.","Finance","5","USD","0.00","Declined","","No Interest","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","cwhit"
"12/1/2017","SD-FNL-ATL-17-1277505","Renewal","Atlanta","Marsh USA, Inc.","Private/NFP","West Florida Health, Inc.","Healthcare","8000","USD","1325392455.00","Bound","","","North America","Financial Lines - 20150","USD","60260.00","William Brockett","Dec","iadmi"
"12/31/2017","SD-XFL-ATL-17-1298534","Renewal","Atlanta","CRC Insurance Services, Inc.","Financial Institutions","CAH Holdings, Inc.","Insurance","105","USD","38694805.00","Bound","","","North America","Financial Lines - 20150","USD","24256.00","William Brockett","Dec","iadmi"
"12/31/2018","SD-XFL-ATL-18-1630025","Renewal","Atlanta","Willis Insurance Services of Georgia, Inc.","Private/NFP","Circle Square Ranch Master Association Inc","Retail","0","USD","0.00","Bound","","","North America","Financial Lines - 20150","USD","17500.00","William Brockett","Dec","iadmi"
"12/31/2018","SD-FNL-ATL-18-1661647","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Brennan Management Group, LLC","Consulting","10","USD","472491.00","Bound","","","North America","Financial Lines - 20150","USD","30584.00","William Brockett","Dec","iadmi"
"12/31/2018","SD-FNL-ATL-18-1682400","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","National Restaurant Association","Not For Profit","250","USD","110192183.00","Bound","","","North America","Financial Lines - 20150","USD","38288.00","William Brockett","Dec","iadmi"
"12/1/2017","SD-FNL-LA-17-1244995","Renewal","Los Angeles","CRC Insurance Services Inc","Private/NFP","Roskamp Management Co","Consulting","15","USD","1622435.00","Bound","","","North America","Financial Lines - 20150","USD","6790.00","William Brockett","Dec","iadmi"
"12/1/2017","SD-XFL-ATL-17-1277487","Renewal","Charlotte","CRC Insurance Services Inc","Private/NFP","Glen Raven, Inc","Apparel","3000","USD","888041889.00","Bound","","","North America","Financial Lines - 20150","USD","19433.00","William Brockett","Dec","iadmi"
"12/31/2017","SD-XFL-ATL-17-1298485","Renewal","Atlanta","Edgewood Partners Insurance Center (EPIC)","Private/NFP","SH Group, Inc.","Engineering","500","USD","104913732.00","Bound","","","North America","Financial Lines - 20150","USD","18900.00","William Brockett","Dec","iadmi"
"12/21/2018","SD-XFL-ATL-18-1689668","New","Charlotte","Lockton Companies, LLC","Private/NFP","Expanse Energy Solutions, Inc.","","0","USD","","Bound","","","North America","Financial Lines - 20150","USD","19800.00","William Brockett","Dec","jfrin"
"12/1/2018","SD-XFL-ATL-18-1607023","Renewal","Charlotte","CRC Insurance Services Inc","Private/NFP","Glen Raven, Inc","Apparel","3000","USD","888041889.00","Bound","","","North America","Financial Lines - 20150","USD","19433.00","William Brockett","Dec","sbatc"
"12/31/2018","SD-FNL-ATL-18-1668619","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Warbird Consulting Partners LLC","Consulting","100","USD","18164248.00","Lost/NTU","Coverage","","North America","Financial Lines - 20150","USD","23329.00","William Brockett","Dec","sbatc"
"12/31/2018","SD-FNL-ATL-18-1670200","New","Charlotte","CRC Insurance Services Inc","Private/NFP","Kernodle Clinic, Inc.","Healthcare","300","USD","25223056.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","30416.00","William Brockett","Dec","sbatc"
"12/17/2017","SD-XFL-ATL-17-1362641","New","Atlanta","BROWN AND RIDING INSURANCE SERVICES INC.","Private/NFP","Taylor Regional Hospital Inc","Healthcare","642","USD","33189763.00","Lost/NTU","Lost/NTU","","North America","Financial Lines - 20150","USD","6000.00","William Brockett","Dec","sbatc"
"12/1/2018","SD-FNL-ATL-18-1607504","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Financial Institutions","First Family Insurance Inc.","Insurance","5","USD","605627.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
"12/5/2018","SD-FNL-ATL-18-1609703","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","SmartProcure, Inc.","Technology","7","USD","1691368.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
"12/5/2018","SD-FNL-ATL-18-1609713","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","Sunrise Detoxification Center, LLC","Healthcare","200","USD","12002196.00","Lost/NTU","Client/Agent Request","","North America","Financial Lines - 20150","USD","26088.00","William Brockett","Dec","sbatc"
"12/15/2018","SD-FNL-ATL-18-1659652","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","Marshall Oil Co Inc","Retail","32","USD","15000000.00","Lost/NTU","Insured Did Not Purchase/Renew","","North America","Financial Lines - 20150","USD","7264.00","William Brockett","Dec","sbatc"
"12/19/2018","SD-FNL-ATL-18-1679574","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","Costa Hollywood Property Owner LLC","Construction","5","USD","","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
"12/19/2018","SD-FNL-ATL-18-1679671","New","Atlanta","AmWINS Brokerage of Florida - West Palm Beach","Private/NFP","Costa Hollywood Condominium Association, Inc.","","0","USD","22429460.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
"12/27/2017","SD-FNL-ATL-17-1347600","New","Nashville","RLA INS INTERMEDIARIES LLC","Private/NFP","Elmington Property Management, LLC","Consulting","50","USD","13817474.00","Lost/NTU","Lost/NTU","","North America","Financial Lines - 20150","USD","15478.00","William Brockett","Dec","sbatc"
"12/1/2018","SD-FNL-ATL-18-1627633","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Southwest College of Medical-Dental Assistant & Practical Nurses","Education","25","USD","2833211.00","Lost/NTU","Client/Agent Request","","North America","Financial Lines - 20150","USD","125521.00","William Brockett","Dec","sbatc"
"12/9/2018","SD-FNL-ATL-18-1570505","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Dorsey School of Business Holdings, Inc.","Education","450","USD","22540003.00","Bound","","","North America","Financial Lines - 20150","USD","59106.00","William Brockett","Dec","sbatc"
"12/31/2018","SD-FNL-ATL-18-1667643","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Center for Excellence in Higher Education","Education","72","USD","13709480.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
"12/24/2018","SD-FNL-ATL-18-1690148","New","Charlotte","CRC ProExec","Private/NFP","New Fintech, Inc.","","0","USD","","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
"12/16/2019","SD-FNL-ATL-18-1676323","New","Charlotte","CRC ProExec","Private/NFP","HRSoft USA, Inc.","Consulting","50","USD","4000000.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
"12/31/2018","SD-FNL-ATL-18-1652472","New","Atlanta","CRC Insurance Services Inc","Private/NFP","USA Environmental Inc","Consulting","250","USD","28473881.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","William Brockett","Dec","sbatc"
